id_resposta;data_resposta;codigo_loja;loja;turno;canal_atendimento;genero;faixa_etaria;idade_declarada;frequencia_visita;itens_consumidos;valor_consumo;tempo_espera_min;tempo_permanencia_min;temperatura_bebida_C;temperatura_ambiente_C;nota_atendimento;nota_produto;nota_ambiente;nota_preco;nps;recomendaria;indice_satisfacao
PQ-2025-0147;15/01/2025;1;Boa Viagem;Noite;App;Masculino;25 a 34;30;Semanal;2;33,58;17,2;40;71,0;26,5;3;5;5;3;7;Sim;73,333333
PQ-2025-0148;22/02/2025;1;Boa Viagem;Manhã;App;Feminino;25 a 34;30;Quinzenal;4;45,12;13,9;21;65,7;24,3;3;5;4;1;;Não;54,166667
PQ-2025-0149;26/05/2025;1;Boa Viagem;Tarde;Balcão;Masculino;45 a 59;50;Semanal;2;26,16;5,3;32;63,0;23,8;5;4;5;4;9;Sim;88,333333
PQ-2025-0150;24/05/2025;3;Espinheiro;Noite;Balcão;Feminino;18 a 24;23;Semanal;3;12,79;10,0;19;70,0;23,0;4;5;4;5;10;Sim;91,666667
PQ-2025-0151;25/05/2025;3;Espinheiro;Tarde;Delivery;Masculino;45 a 59;45;Semanal;5;19,48;5,0;23;64,0;22,3;4;4;4;3;5;Não;62,500000
PQ-2025-0152;07/03/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;26;Quinzenal;4;9,03;10,0;55;66,0;21,9;3;4;5;3;6;Sim;65,833333
PQ-2025-0153;25/02/2025;1;Boa Viagem;Manhã;App;Masculino;25 a 34;30;Primeira vez;2;34,81;4,9;45;70,3;22,9;4;5;3;3;10;Sim;79,166667
PQ-2025-0154;17/03/2025;1;Boa Viagem;Manhã;Delivery;Feminino;35 a 44;40;Primeira vez;1;29,67;0,8;31;67,5;23,6;5;5;4;2;;Sim;83,333333
PQ-2025-0155;27/01/2025;1;Boa Viagem;Tarde;Delivery;Masculino;35 a 44;40;Diária;4;8,58;7,8;53;72,5;22,5;3;5;4;3;8;Sim;72,500000
PQ-2025-0156;14/01/2025;1;Boa Viagem;Tarde;Delivery;Feminino;45 a 59;45;Semanal;3;22,86;11,3;53;70,4;26,0;2;5;5;4;9;Sim;80,000000
PQ-2025-0157;07/01/2025;1;Boa Viagem;Noite;App;Prefiro não informar;45 a 59;50;Mensal;3;35,50;23,9;45;64,0;22,8;1;5;4;5;9;Sim;75,833333
PQ-2025-0158;17/02/2025;4;Recife Antigo;Tarde;Balcão;Masculino;25 a 34;30;Primeira vez;3;23,27;10,0;27;68,0;23,5;4;5;4;4;8;Sim;80,833333
PQ-2025-0159;01/04/2025;4;Recife Antigo;Noite;Balcão;Prefiro não informar;45 a 59;46;Semanal;1;17,04;5,0;50;76,0;21,5;5;4;4;3;9;Sim;80,000000
PQ-2025-0160;06/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;38;Quinzenal;3;28,96;5,3;41;67,0;24,0;5;5;5;3;7;Sim;81,666667
PQ-2025-0161;26/04/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;25;Semanal;2;38,74;12,8;28;67,6;22,2;3;4;4;3;10;Sim;75,000000
PQ-2025-0162;28/02/2025;3;Espinheiro;Tarde;Delivery;Masculino;25 a 34;25;Semanal;3;12,99;5,0;35;67,0;24,4;5;4;4;3;7;Sim;73,333333
PQ-2025-0163;05/05/2025;4;Recife Antigo;Tarde;Balcão;Masculino;35 a 44;;Primeira vez;1;13,60;15,0;52;;21,9;4;5;4;3;7;Sim;73,333333
PQ-2025-0164;20/02/2025;4;Recife Antigo;Tarde;Balcão;Feminino;35 a 44;40;Diária;3;25,73;10,0;87;66,0;23,0;2;3;4;2;5;Não;45,833333
PQ-2025-0165;15/01/2025;3;Espinheiro;Manhã;Balcão;Masculino;25 a 34;25;Semanal;1;19,76;10,0;34;74,0;24,0;4;4;5;4;10;Sim;87,500000
PQ-2025-0166;14/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;25 a 34;28;Mensal;3;20,62;1,6;24;;25,1;4;5;4;3;7;Sim;73,333333
PQ-2025-0167;09/03/2025;1;Boa Viagem;Manhã;Balcão;Masculino;35 a 44;36;Mensal;4;33,02;16,0;41;61,5;24,1;4;4;4;3;8;Sim;72,500000
PQ-2025-0168;02/04/2025;2;Casa Forte;Tarde;App;Feminino;45 a 59;50;Semanal;1;21,13;8,4;45;;19,2;3;4;4;4;7;Sim;69,166667
PQ-2025-0169;20/05/2025;3;Espinheiro;Noite;Balcão;Feminino;25 a 34;31;Quinzenal;1;18,25;5,0;29;67,0;24,4;4;4;3;1;4;Não;46,666667
PQ-2025-0170;21/02/2025;1;Boa Viagem;Tarde;App;Feminino;35 a 44;40;Semanal;3;32,45;15,3;42;66,0;21,7;2;5;5;3;7;Sim;69,166667
PQ-2025-0171;28/04/2025;3;Espinheiro;Manhã;App;Outro;18 a 24;20;Semanal;3;11,37;5,0;20;74,0;21,6;5;4;4;3;7;Sim;73,333333
PQ-2025-0172;28/04/2025;4;Recife Antigo;Tarde;Balcão;Masculino;18 a 24;20;Mensal;4;17,38;15,0;29;65,0;25,2;4;5;4;3;8;Sim;76,666667
PQ-2025-0173;18/01/2025;1;Boa Viagem;Tarde;Delivery;Masculino;35 a 44;41;Primeira vez;1;21,61;11,7;20;61,2;22,8;3;5;4;3;9;Sim;75,833333
PQ-2025-0174;19/01/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;30;Semanal;3;33,97;8,8;32;63,0;24,9;3;5;3;2;7;Sim;60,833333
PQ-2025-0175;14/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;45 a 59;50;Mensal;3;19,34;15,9;26;70,1;24,1;4;4;3;2;5;Não;54,166667
PQ-2025-0176;05/03/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;50;Primeira vez;2;25,56;10,4;15;67,5;23,0;4;4;2;3;4;Não;50,833333
PQ-2025-0177;23/01/2025;3;Espinheiro;Tarde;Balcão;Feminino;25 a 34;25;Diária;2;24,36;5,0;23;65,0;24,6;4;4;5;3;10;Sim;83,333333
PQ-2025-0178;14/04/2025;4;Recife Antigo;Manhã;Balcão;Masculino;25 a 34;30;Semanal;5;21,09;5,0;55;64,0;24,4;5;3;4;5;7;Sim;77,500000
PQ-2025-0179;20/05/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;32;Mensal;4;15,99;7,9;40;73,2;21,1;5;3;4;4;10;Sim;83,333333
PQ-2025-0180;18/05/2025;3;Espinheiro;Tarde;Balcão;Feminino;25 a 34;30;Semanal;4;18,18;10,0;29;68,0;22,1;4;5;4;3;7;Sim;73,333333
PQ-2025-0181;06/05/2025;1;Boa Viagem;Tarde;App;Masculino;18 a 24;21;Diária;3;32,00;2,0;36;64,1;22,7;5;5;5;4;9;Sim;92,500000
PQ-2025-0182;08/01/2025;3;Espinheiro;Tarde;Balcão;Feminino;35 a 44;41;Mensal;3;18,55;10,0;29;69,0;20,8;5;5;5;3;9;Sim;88,333333
PQ-2025-0183;13/02/2025;2;Casa Forte;Tarde;Delivery;Masculino;18 a 24;20;Mensal;3;20,13;7,1;30;74,9;23,0;3;4;4;2;4;Não;50,833333
PQ-2025-0184;19/05/2025;4;Recife Antigo;Noite;Delivery;Feminino;25 a 34;30;Quinzenal;2;21,15;15,0;25;71,0;22,5;3;5;5;3;8;Sim;76,666667
PQ-2025-0185;26/04/2025;1;Boa Viagem;Tarde;Delivery;Masculino;25 a 34;30;Diária;2;49,35;4,7;23;66,2;21,8;4;5;5;3;9;Sim;84,166667
PQ-2025-0186;20/03/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;2;34,15;8,7;33;74,0;25,4;4;4;5;5;9;Sim;88,333333
PQ-2025-0187;13/02/2025;3;Espinheiro;Noite;Balcão;Feminino;35 a 44;40;Quinzenal;2;6,00;10,0;26;62,0;22,5;3;4;4;5;10;Sim;83,333333
PQ-2025-0188;10/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;45 a 59;50;Quinzenal;1;32,79;7,2;19;60,4;23,6;3;4;4;3;5;Não;58,333333
PQ-2025-0189;27/01/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;50;Mensal;5;15,15;8,3;33;66,9;23,6;4;5;5;4;7;Sim;81,666667
PQ-2025-0190;08/02/2025;4;Recife Antigo;Noite;Balcão;Masculino;25 a 34;25;Primeira vez;2;28,97;10,0;73;73,0;21,9;3;5;4;4;7;Sim;73,333333
PQ-2025-0191;05/05/2025;1;Boa Viagem;Manhã;Balcão;Prefiro não informar;35 a 44;40;Mensal;4;19,27;1,4;43;78,0;22,2;5;4;5;4;10;Sim;91,666667
PQ-2025-0192;16/04/2025;1;Boa Viagem;Tarde;App;Feminino;45 a 59;47;Semanal;2;36,27;16,0;22;68,9;20,1;3;4;3;3;6;Não;57,500000
PQ-2025-0193;06/01/2025;1;Boa Viagem;Manhã;Balcão;Feminino;35 a 44;40;Mensal;5;17,89;18,4;46;68,8;23,2;2;4;4;3;;Não;57,500000
PQ-2025-0194;15/06/2025;3;Espinheiro;Tarde;Balcão;Prefiro não informar;25 a 34;30;Primeira vez;3;15,52;5,0;33;77,0;24,8;5;3;4;5;7;Sim;77,500000
PQ-2025-0195;25/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;25 a 34;30;Mensal;5;25,05;6,9;27;66,3;22,5;5;5;4;4;9;Sim;88,333333
PQ-2025-0196;23/01/2025;3;Espinheiro;Manhã;Delivery;Masculino;25 a 34;27;Primeira vez;3;22,85;10,0;18;61,0;25,3;4;4;4;4;7;Sim;73,333333
PQ-2025-0197;21/04/2025;4;Recife Antigo;Tarde;Balcão;Masculino;45 a 59;50;Mensal;1;14,60;10,0;47;69,0;22,6;4;4;5;2;5;Não;62,500000
PQ-2025-0198;10/06/2025;3;Espinheiro;Noite;Balcão;Feminino;35 a 44;35;Quinzenal;3;20,88;5,0;27;70,0;25,1;5;5;3;4;9;Sim;84,166667
PQ-2025-0199;20/06/2025;1;Boa Viagem;Noite;Balcão;Feminino;18 a 24;20;Semanal;2;29,35;8,1;17;60,3;22,6;5;4;4;2;6;Sim;65,833333
PQ-2025-0200;13/05/2025;2;Casa Forte;Noite;App;Prefiro não informar;45 a 59;50;Mensal;3;18,77;7,2;28;;20,2;5;2;4;4;5;Não;62,500000
PQ-2025-0201;17/03/2025;1;Boa Viagem;Manhã;Balcão;Feminino;25 a 34;30;Semanal;3;19,96;14,1;43;62,7;24,2;4;4;4;4;7;Sim;73,333333
PQ-2025-0202;22/06/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;36;Mensal;3;23,39;7,4;45;67,3;24,1;3;4;4;3;8;Sim;68,333333
PQ-2025-0203;09/04/2025;1;Boa Viagem;Manhã;Balcão;Masculino;45 a 59;51;Quinzenal;2;34,97;27,6;25;61,8;23,4;2;3;5;4;4;Não;55,000000
PQ-2025-0204;28/05/2025;1;Boa Viagem;Noite;Balcão;Masculino;35 a 44;35;Semanal;4;47,47;15,0;29;73,2;23,4;3;5;4;;9;Sim;84,166667
PQ-2025-0205;31/05/2025;3;Espinheiro;Noite;Balcão;Feminino;45 a 59;45;Mensal;3;14,16;10,0;44;71,0;23,0;3;5;4;4;10;Sim;83,333333
PQ-2025-0206;23/05/2025;3;Espinheiro;Tarde;Balcão;Masculino;25 a 34;25;Mensal;3;12,91;15,0;5;69,0;24,4;4;3;4;3;7;Sim;65,000000
PQ-2025-0207;11/02/2025;2;Casa Forte;Tarde;Balcão;Prefiro não informar;35 a 44;40;Semanal;2;21,84;6,3;41;59,7;23,6;5;4;4;4;7;Sim;77,500000
PQ-2025-0208;09/02/2025;3;Espinheiro;Tarde;Balcão;Feminino;45 a 59;50;Diária;3;23,95;5,0;19;62,0;23,9;4;5;5;3;8;Sim;80,833333
PQ-2025-0209;18/03/2025;2;Casa Forte;Manhã;Balcão;Masculino;60 ou mais;62;Semanal;2;17,49;12,5;50;68,3;22,9;4;4;4;4;8;Sim;76,666667
PQ-2025-0210;11/06/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;35;Quinzenal;2;42,05;16,7;26;71,0;24,7;2;3;4;3;7;Sim;56,666667
PQ-2025-0211;10/05/2025;1;Boa Viagem;Tarde;Balcão;Masculino;45 a 59;53;Primeira vez;2;26,86;10,1;18;67,0;22,3;3;5;4;4;7;Sim;73,333333
PQ-2025-0212;10/05/2025;1;Boa Viagem;Noite;App;Feminino;25 a 34;30;Semanal;2;32,57;19,5;26;69,9;25,7;2;4;4;4;5;Não;58,333333
PQ-2025-0213;07/06/2025;4;Recife Antigo;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;4;26,20;5,0;76;64,0;23,5;4;4;4;4;6;Não;70,000000
PQ-2025-0214;13/06/2025;4;Recife Antigo;Tarde;Balcão;Feminino;45 a 59;52;Quinzenal;2;19,43;5,0;40;73,0;25,2;3;3;4;3;8;Sim;64,166667
PQ-2025-0215;11/06/2025;3;Espinheiro;Manhã;Balcão;Feminino;18 a 24;20;Mensal;2;18,72;5,0;42;69,0;22,4;4;5;3;3;8;Sim;72,500000
PQ-2025-0216;08/03/2025;4;Recife Antigo;Noite;App;Feminino;35 a 44;35;Quinzenal;2;13,51;10,0;54;61,0;22,7;5;4;4;3;7;Sim;73,333333
PQ-2025-0217;27/06/2025;1;Boa Viagem;Manhã;Balcão;Masculino;35 a 44;40;Diária;2;42,85;11,1;56;59,3;23,7;4;4;5;;8;Sim;80,833333
PQ-2025-0218;24/03/2025;1;Boa Viagem;Tarde;Balcão;Masculino;25 a 34;25;Mensal;4;27,70;4,6;46;66,3;22,9;4;5;4;3;6;Sim;70,000000
PQ-2025-0219;05/06/2025;3;Espinheiro;Noite;Balcão;Masculino;25 a 34;30;Semanal;1;24,64;10,0;14;73,0;22,4;3;4;5;4;10;Sim;83,333333
PQ-2025-0220;25/05/2025;3;Espinheiro;Tarde;Balcão;Prefiro não informar;45 a 59;;Primeira vez;2;22,06;5,0;20;71,0;22,7;4;5;4;4;7;Sim;77,500000
PQ-2025-0221;25/03/2025;2;Casa Forte;Noite;App;Prefiro não informar;35 a 44;40;Mensal;3;21,63;11,5;39;68,3;23,5;4;4;5;;9;Sim;84,166667
PQ-2025-0222;27/01/2025;2;Casa Forte;Tarde;Balcão;Masculino;45 a 59;48;Mensal;2;15,23;18,2;51;68,2;22,3;3;4;4;5;8;Sim;76,666667
PQ-2025-0223;09/01/2025;4;Recife Antigo;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;2;24,76;15,0;31;63,0;23,4;3;5;4;2;5;Não;58,333333
PQ-2025-0224;21/06/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;50;Diária;2;16,10;5,0;18;71,0;25,2;4;5;5;5;10;Sim;95,833333
PQ-2025-0225;30/03/2025;4;Recife Antigo;Noite;Balcão;Masculino;35 a 44;35;Quinzenal;2;19,62;5,0;58;60,0;21,1;5;4;4;3;7;Sim;73,333333
PQ-2025-0226;30/05/2025;4;Recife Antigo;Noite;Balcão;Feminino;25 a 34;30;Quinzenal;2;21,27;10,0;78;63,0;21,5;4;4;3;1;6;Sim;53,333333
PQ-2025-0227;10/06/2025;1;Boa Viagem;Noite;Balcão;Outro;25 a 34;30;Semanal;4;39,15;9,4;19;72,2;22,7;4;5;5;5;9;Sim;92,500000
PQ-2025-0228;23/01/2025;1;Boa Viagem;Manhã;App;Outro;45 a 59;50;Mensal;5;33,46;12,1;51;74,0;21,5;3;4;4;2;;Não;44,166667
PQ-2025-0229;15/03/2025;2;Casa Forte;Manhã;App;Prefiro não informar;18 a 24;20;Semanal;5;15,65;16,8;47;74,7;23,0;3;4;4;;10;Sim;79,166667
PQ-2025-0230;18/05/2025;3;Espinheiro;Tarde;Balcão;Feminino;45 a 59;45;Mensal;1;17,29;15,0;26;67,0;24,4;4;5;3;3;10;Sim;79,166667
PQ-2025-0231;18/02/2025;4;Recife Antigo;Tarde;Balcão;Feminino;45 a 59;55;Semanal;4;19,62;10,0;48;63,0;22,6;4;3;2;3;7;Sim;56,666667
PQ-2025-0232;20/05/2025;1;Boa Viagem;Tarde;Balcão;Feminino;18 a 24;20;Diária;3;26,59;12,4;43;68,7;21,7;3;5;4;3;5;Não;62,500000
PQ-2025-0233;03/04/2025;3;Espinheiro;Tarde;Delivery;Prefiro não informar;35 a 44;43;Quinzenal;4;28,38;5,0;37;71,0;24,3;4;5;4;4;8;Sim;80,833333
PQ-2025-0234;27/04/2025;1;Boa Viagem;Manhã;Balcão;Prefiro não informar;25 a 34;33;Semanal;4;32,17;17,9;33;59,3;23,2;4;5;4;5;10;Sim;91,666667
PQ-2025-0235;25/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;45 a 59;50;Semanal;3;27,92;17,5;19;62,3;22,8;3;4;4;3;7;Sim;65,000000
PQ-2025-0236;30/04/2025;2;Casa Forte;Noite;App;Masculino;35 a 44;40;Primeira vez;2;27,27;11,5;60;69,6;24,1;4;5;4;4;9;Sim;84,166667
PQ-2025-0237;09/03/2025;4;Recife Antigo;Noite;Balcão;Feminino;18 a 24;;Semanal;1;12,52;5,0;65;70,0;24,7;5;5;4;3;7;Sim;77,500000
PQ-2025-0238;19/06/2025;4;Recife Antigo;Noite;Delivery;Masculino;35 a 44;40;Diária;6;13,97;10,0;53;72,0;25,4;4;5;4;3;8;Sim;76,666667
PQ-2025-0239;08/01/2025;1;Boa Viagem;Noite;App;Masculino;25 a 34;25;Mensal;4;37,18;9,9;32;74,9;22,7;5;4;3;3;8;Sim;72,500000
PQ-2025-0240;25/03/2025;1;Boa Viagem;Manhã;App;Masculino;35 a 44;35;Diária;4;31,03;10,3;33;67,1;23,2;4;4;3;3;6;Sim;61,666667
PQ-2025-0241;09/05/2025;4;Recife Antigo;Tarde;Balcão;Masculino;35 a 44;35;Quinzenal;8;16,81;20,0;50;63,0;22,4;1;4;5;3;9;Sim;67,500000
PQ-2025-0242;03/03/2025;1;Boa Viagem;Noite;Balcão;Feminino;25 a 34;30;Diária;2;22,73;18,5;43;71,3;22,6;1;4;3;3;4;Não;42,500000
PQ-2025-0243;11/02/2025;1;Boa Viagem;Manhã;Balcão;Masculino;60 ou mais;60;Semanal;2;24,75;19,1;14;55,3;22,0;2;4;4;4;7;Sim;65,000000
PQ-2025-0244;14/06/2025;2;Casa Forte;Tarde;App;Feminino;45 a 59;50;Mensal;4;10,81;9,8;25;76,6;19,5;3;4;2;4;7;Sim;60,833333
PQ-2025-0245;08/03/2025;2;Casa Forte;Noite;Balcão;Masculino;25 a 34;32;Semanal;2;24,84;9,4;50;75,2;25,6;5;5;4;3;10;Sim;87,500000
PQ-2025-0246;06/05/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;30;Primeira vez;5;31,75;10,7;22;69,8;22,6;3;4;4;5;8;Sim;76,666667
PQ-2025-0247;21/04/2025;1;Boa Viagem;Noite;Delivery;Masculino;35 a 44;35;Semanal;1;34,96;11,7;30;69,7;25,9;4;3;5;5;8;Sim;80,833333
PQ-2025-0248;28/01/2025;3;Espinheiro;Manhã;Balcão;Masculino;18 a 24;20;Diária;1;11,07;10,0;42;60,0;23,1;4;4;5;3;8;Sim;76,666667
PQ-2025-0249;08/06/2025;3;Espinheiro;Noite;Balcão;Feminino;25 a 34;30;Semanal;3;19,21;5,0;19;;25,3;5;4;5;5;10;Sim;95,833333
PQ-2025-0250;16/02/2025;1;Boa Viagem;Noite;App;Masculino;18 a 24;20;Mensal;4;36,58;10,0;45;69,0;23,4;4;5;3;3;8;Sim;72,500000
PQ-2025-0251;10/03/2025;3;Espinheiro;Tarde;App;Outro;60 ou mais;60;Primeira vez;3;12,95;5,0;28;71,0;22,6;3;4;4;4;7;Sim;69,166667
PQ-2025-0252;09/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Semanal;2;14,38;10,0;57;67,0;26,1;3;5;5;3;7;Sim;73,333333
PQ-2025-0253;01/05/2025;4;Recife Antigo;Tarde;Balcão;Prefiro não informar;45 a 59;50;Primeira vez;2;27,71;5,0;65;74,0;25,3;4;5;5;3;10;Sim;87,500000
PQ-2025-0254;28/05/2025;3;Espinheiro;Noite;Balcão;Masculino;45 a 59;55;Mensal;2;18,46;5,0;31;71,0;24,5;4;4;3;5;7;Sim;73,333333
PQ-2025-0255;21/05/2025;1;Boa Viagem;Manhã;App;Feminino;25 a 34;34;Mensal;2;37,54;8,3;38;68,7;24,8;4;4;4;4;4;Não;63,333333
PQ-2025-0256;10/06/2025;3;Espinheiro;Tarde;App;Feminino;60 ou mais;60;Mensal;3;24,97;5,0;34;70,0;22,8;4;3;4;5;8;Sim;76,666667
PQ-2025-0257;25/02/2025;2;Casa Forte;Manhã;Balcão;Feminino;25 a 34;30;Semanal;5;29,84;7,0;49;65,2;22,3;5;4;4;3;6;Sim;70,000000
PQ-2025-0258;29/03/2025;3;Espinheiro;Tarde;Balcão;Masculino;25 a 34;30;Diária;3;11,31;5,0;31;67,0;24,5;5;3;4;4;8;Sim;76,666667
PQ-2025-0259;17/06/2025;2;Casa Forte;Noite;Balcão;Masculino;25 a 34;30;Primeira vez;3;31,87;7,9;54;64,1;24,1;4;4;5;4;7;Sim;77,500000
PQ-2025-0260;18/02/2025;1;Boa Viagem;Noite;Balcão;Feminino;45 a 59;47;Semanal;2;31,43;10,5;35;75,6;21,4;3;3;5;3;7;Sim;65,000000
PQ-2025-0261;01/06/2025;4;Recife Antigo;Noite;App;Feminino;45 a 59;47;Diária;3;23,39;10,0;62;64,0;23,7;4;5;5;2;7;Sim;73,333333
PQ-2025-0262;19/02/2025;3;Espinheiro;Tarde;Balcão;Masculino;18 a 24;23;Primeira vez;2;23,25;5,0;20;74,0;25,1;3;3;4;4;6;Não;61,666667
PQ-2025-0263;05/02/2025;4;Recife Antigo;Tarde;Balcão;Feminino;45 a 59;50;Primeira vez;2;16,69;10,0;48;66,0;24,0;4;4;5;3;9;Sim;80,000000
PQ-2025-0264;16/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;36;Primeira vez;4;24,00;12,0;43;61,9;21,1;3;5;4;3;6;Não;65,833333
PQ-2025-0265;05/06/2025;3;Espinheiro;Manhã;App;Masculino;45 a 59;50;Semanal;2;15,29;5,0;23;69,0;23,7;2;5;5;3;7;Sim;69,166667
PQ-2025-0266;28/05/2025;2;Casa Forte;Manhã;Balcão;Feminino;45 a 59;47;Semanal;5;22,97;8,9;55;64,2;22,1;5;3;4;4;9;Sim;80,000000
PQ-2025-0267;11/01/2025;1;Boa Viagem;Tarde;Delivery;Feminino;45 a 59;45;Mensal;4;18,70;13,1;15;66,8;23,6;3;5;5;2;8;Sim;72,500000
PQ-2025-0268;14/03/2025;4;Recife Antigo;Noite;App;Feminino;25 a 34;28;Quinzenal;1;13,15;15,0;70;62,0;26,4;3;5;3;3;7;Sim;65,000000
PQ-2025-0269;27/04/2025;2;Casa Forte;Noite;Delivery;Feminino;25 a 34;30;Semanal;3;34,84;11,4;40;65,5;22,7;4;5;3;4;8;Sim;76,666667
PQ-2025-0270;19/02/2025;1;Boa Viagem;Noite;Balcão;Feminino;25 a 34;25;Mensal;3;32,44;2,9;29;67,5;24,8;4;5;5;2;7;Sim;73,333333
PQ-2025-0271;24/04/2025;3;Espinheiro;Noite;Balcão;Feminino;18 a 24;23;Mensal;5;25,05;5,0;33;63,0;23,3;4;5;4;4;10;Sim;87,500000
PQ-2025-0272;17/01/2025;3;Espinheiro;Tarde;Delivery;Masculino;35 a 44;36;Semanal;2;22,53;5,0;45;68,0;23,0;3;5;3;4;8;Sim;72,500000
PQ-2025-0273;25/06/2025;4;Recife Antigo;Noite;Balcão;Prefiro não informar;18 a 24;20;Quinzenal;3;17,41;5,0;36;73,0;22,0;5;5;4;1;4;Não;59,166667
PQ-2025-0274;13/03/2025;4;Recife Antigo;Noite;App;Prefiro não informar;18 a 24;23;Primeira vez;2;22,76;10,0;80;62,0;24,8;4;5;4;2;8;Sim;72,500000
PQ-2025-0275;15/02/2025;3;Espinheiro;Tarde;Balcão;Masculino;18 a 24;20;Semanal;3;32,26;10,0;28;61,0;24,0;4;4;5;4;10;Sim;87,500000
PQ-2025-0276;01/06/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;30;Mensal;3;31,63;4,6;44;66,4;23,5;4;5;4;3;6;Não;70,000000
PQ-2025-0277;29/01/2025;3;Espinheiro;Noite;Delivery;Feminino;25 a 34;30;Mensal;2;10,88;5,0;39;68,0;24,2;4;4;4;4;10;Sim;83,333333
PQ-2025-0278;05/04/2025;4;Recife Antigo;Tarde;Balcão;Masculino;60 ou mais;65;Primeira vez;2;14,64;5,0;46;72,0;20,4;4;5;4;4;9;Sim;84,166667
PQ-2025-0279;07/04/2025;2;Casa Forte;Manhã;Balcão;Outro;35 a 44;;Primeira vez;1;28,42;4,7;19;66,9;23,2;5;5;3;4;8;Sim;80,833333
PQ-2025-0280;26/06/2025;4;Recife Antigo;Noite;Balcão;Feminino;25 a 34;30;Semanal;2;20,00;10,0;63;71,0;23,3;4;5;3;4;7;Sim;73,333333
PQ-2025-0281;06/02/2025;3;Espinheiro;Tarde;Balcão;Feminino;35 a 44;41;Primeira vez;6;19,18;5,0;5;66,0;23,7;3;4;4;5;9;Sim;80,000000
PQ-2025-0282;16/01/2025;1;Boa Viagem;Noite;Balcão;Masculino;18 a 24;21;Mensal;5;31,00;11,1;5;77,4;25,9;3;5;5;3;8;Sim;76,666667
PQ-2025-0283;27/03/2025;4;Recife Antigo;Manhã;Balcão;Masculino;18 a 24;20;Quinzenal;1;20,68;10,0;43;59,0;23,3;3;5;3;4;10;Sim;79,166667
PQ-2025-0284;12/05/2025;1;Boa Viagem;Manhã;Balcão;Feminino;25 a 34;25;Quinzenal;2;29,59;9,5;62;70,8;23,7;3;3;2;3;5;Não;45,833333
PQ-2025-0285;02/06/2025;4;Recife Antigo;Noite;Delivery;Feminino;18 a 24;20;Quinzenal;3;16,87;10,0;54;71,0;25,1;2;5;5;5;6;Sim;74,166667
PQ-2025-0286;05/02/2025;3;Espinheiro;Tarde;Balcão;Prefiro não informar;25 a 34;30;Quinzenal;2;14,16;5,0;32;67,0;23,2;3;5;4;4;6;Não;70,000000
PQ-2025-0287;01/04/2025;2;Casa Forte;Noite;App;Feminino;35 a 44;35;Semanal;1;27,55;3,7;26;71,1;23,4;5;3;3;3;5;Não;58,333333
PQ-2025-0288;23/03/2025;4;Recife Antigo;Noite;Balcão;Feminino;60 ou mais;60;Mensal;2;20,92;5,0;64;64,0;22,7;5;4;4;3;9;Sim;80,000000
PQ-2025-0289;27/04/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;40;Diária;2;9,18;10,0;70;58,0;25,9;5;4;4;4;8;Sim;80,833333
PQ-2025-0290;18/02/2025;1;Boa Viagem;Manhã;Balcão;Masculino;35 a 44;40;Primeira vez;2;31,24;7,9;36;70,9;23,2;3;3;4;3;6;Sim;57,500000
PQ-2025-0291;13/06/2025;4;Recife Antigo;Manhã;Balcão;Masculino;25 a 34;30;Semanal;2;30,75;10,0;78;59,0;24,2;4;5;5;3;8;Sim;80,833333
PQ-2025-0292;18/01/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;45;Diária;2;26,68;10,6;41;66,9;24,0;4;4;4;3;8;Sim;72,500000
PQ-2025-0293;01/03/2025;1;Boa Viagem;Tarde;App;Prefiro não informar;45 a 59;50;Mensal;2;27,74;17,4;39;69,5;24,3;3;4;5;2;8;Sim;68,333333
PQ-2025-0294;22/03/2025;4;Recife Antigo;Noite;App;Feminino;18 a 24;20;Primeira vez;1;14,27;5,0;57;62,0;24,7;5;5;4;4;10;Sim;91,666667
